股票代码,行业,股票名称,市盈率得分,财务得分,总分
001267.SZ,建筑工程,汇绿生态,8.0,25.0,16.5
001288.SZ,专用机械,运机集团,32.0,52.0,42.0
001289.SZ,新型电力,龙源电力,0.0,38.0,19.0
001296.SZ,其他建材,长江材料,8.0,48.0,28.0
001313.SZ,饲料,粤海饲料,0.0,32.0,16.0
001317.SZ,仓储物流,三羊马,8.0,40.0,24.0
001696.SZ,摩托车,宗申动力,36.0,34.0,35.0
001872.SZ,港口,招商港口,24.0,50.0,37.0
001896.SZ,火力发电,豫能控股,24.0,41.0,32.5
001914.SZ,房产服务,招商积余,24.0,39.0,31.5
001965.SZ,路桥,招商公路,8.0,40.0,24.0
001979.SZ,全国地产,招商蛇口,24.0,60.0,42.0
002001.SZ,化学制药,新和成,16.0,54.0,35.0
002002.SZ,化工原料,鸿达兴业,24.0,32.0,28.0
002003.SZ,服饰,伟星股份,16.0,63.0,39.5
002004.SZ,化学制药,华邦健康,40.0,53.0,46.5
002005.SZ,家用电器,ST德豪,24.0,36.0,30.0
002006.SZ,专用机械,精功科技,16.0,57.0,36.5
002007.SZ,生物制药,华兰生物,24.0,52.0,38.0
002008.SZ,电器仪表,大族激光,32.0,57.0,44.5
002009.SZ,工程机械,天奇股份,16.0,48.0,32.0
002010.SZ,仓储物流,传化智联,24.0,60.0,42.0
002011.SZ,家用电器,盾安环境,60.0,47.0,53.5
002012.SZ,造纸,凯恩股份,24.0,40.0,32.0
002013.SZ,航空,中航机电,32.0,64.0,48.0
002014.SZ,塑料,永新股份,32.0,46.0,39.0
002015.SZ,新型电力,协鑫能科,32.0,70.0,51.0
002016.SZ,区域地产,世荣兆业,24.0,66.0,45.0
002017.SZ,通信设备,东信和平,16.0,67.0,41.5
002019.SZ,化学制药,亿帆医药,24.0,54.0,39.0
002020.SZ,化学制药,京新药业,32.0,51.0,41.5
002021.SZ,纺织机械,ST中捷,24.0,48.0,36.0
002022.SZ,医疗保健,科华生物,40.0,65.0,52.5
002023.SZ,航空,海特高新,16.0,58.0,37.0
002024.SZ,电器连锁,苏宁易购,8.0,28.0,18.0
002025.SZ,元器件,航天电器,16.0,50.0,33.0
002026.SZ,机械基件,山东威达,24.0,61.0,42.5
002027.SZ,广告包装,分众传媒,8.0,64.0,36.0
002028.SZ,电气设备,思源电气,24.0,57.0,40.5
002029.SZ,服饰,七匹狼,32.0,55.0,43.5
002030.SZ,医疗保健,达安基因,32.0,67.0,49.5
002031.SZ,汽车配件,巨轮智能,24.0,32.0,28.0
002032.SZ,家用电器,苏泊尔,24.0,60.0,42.0
002033.SZ,旅游景点,丽江股份,28.0,66.0,47.0
002034.SZ,环境保护,旺能环境,24.0,63.0,43.5
002035.SZ,家用电器,华帝股份,32.0,51.0,41.5
002036.SZ,元器件,联创电子,32.0,28.0,30.0
002037.SZ,化工原料,保利联合,40.0,49.0,44.5
002038.SZ,生物制药,双鹭药业,24.0,59.0,41.5
002039.SZ,水力发电,黔源电力,24.0,63.0,43.5
002040.SZ,港口,南京港,8.0,60.0,34.0
002041.SZ,种植业,登海种业,8.0,57.0,32.5
002042.SZ,纺织,华孚时尚,40.0,63.0,51.5
002043.SZ,其他建材,兔宝宝,32.0,60.0,46.0
002044.SZ,医疗保健,美年健康,32.0,32.0,32.0
002045.SZ,元器件,国光电器,32.0,59.0,45.5
002046.SZ,机械基件,国机精工,24.0,65.0,44.5
002047.SZ,装修装饰,宝鹰股份,24.0,61.0,42.5
002048.SZ,汽车配件,宁波华翔,40.0,75.0,57.5
002049.SZ,元器件,紫光国微,8.0,52.0,30.0
002050.SZ,家用电器,三花智控,8.0,66.0,37.0
002051.SZ,建筑工程,中工国际,24.0,40.0,32.0
002052.SZ,家用电器,ST同洲,8.0,38.0,23.0
002053.SZ,食品,云南能投,32.0,57.0,44.5
002054.SZ,化工原料,德美化工,24.0,52.0,38.0
002055.SZ,元器件,得润电子,40.0,37.0,38.5
002056.SZ,元器件,横店东磁,32.0,60.0,46.0
002057.SZ,元器件,中钢天源,32.0,46.0,39.0
002058.SZ,电器仪表,*ST威尔,20.0,35.0,27.5
002059.SZ,旅游景点,云南旅游,32.0,62.0,47.0
002060.SZ,建筑工程,粤水电,32.0,62.0,47.0
002061.SZ,建筑工程,浙江交科,32.0,56.0,44.0
002062.SZ,建筑工程,宏润建设,32.0,72.0,52.0
002063.SZ,软件服务,远光软件,24.0,49.0,36.5
002064.SZ,化纤,华峰化学,24.0,62.0,43.0
002065.SZ,软件服务,东华软件,32.0,47.0,39.5
002066.SZ,其他建材,瑞泰科技,40.0,56.0,48.0
002067.SZ,造纸,景兴纸业,32.0,62.0,47.0
002068.SZ,化工原料,黑猫股份,40.0,52.0,46.0
002069.SZ,渔业,獐子岛,32.0,55.0,43.5
002072.SZ,商贸代理,*ST凯瑞,8.0,47.0,27.5
002073.SZ,软件服务,软控股份,40.0,53.0,46.5
002074.SZ,电气设备,国轩高科,8.0,34.0,21.0
002075.SZ,特种钢,沙钢股份,24.0,44.0,34.0
002076.SZ,家用电器,ST雪莱,8.0,38.0,23.0
002077.SZ,半导体,大港股份,32.0,45.0,38.5
002078.SZ,造纸,太阳纸业,32.0,65.0,48.5
002079.SZ,半导体,苏州固锝,32.0,54.0,43.0
002080.SZ,化纤,中材科技,52.0,61.0,56.5
002081.SZ,装修装饰,金螳螂,32.0,60.0,46.0
002082.SZ,中成药,万邦德,32.0,46.0,39.0
002083.SZ,纺织,孚日股份,32.0,57.0,44.5
002084.SZ,家居用品,海鸥住工,52.0,46.0,49.0
002085.SZ,汽车配件,万丰奥威,32.0,69.0,50.5
002086.SZ,渔业,ST东洋,8.0,38.0,23.0
002087.SZ,纺织,新野纺织,40.0,58.0,49.0
002088.SZ,矿物制品,鲁阳节能,32.0,68.0,50.0
002089.SZ,通信设备,ST新海,8.0,44.0,26.0
002090.SZ,软件服务,金智科技,32.0,58.0,45.0
002091.SZ,商贸代理,江苏国泰,24.0,63.0,43.5
002092.SZ,化工原料,中泰化学,40.0,72.0,56.0
002093.SZ,电信运营,国脉科技,8.0,38.0,23.0
002094.SZ,日用化工,青岛金王,32.0,42.0,37.0
002095.SZ,互联网,生意宝,16.0,44.0,30.0
002096.SZ,化工原料,南岭民爆,24.0,65.0,44.5
002097.SZ,工程机械,山河智能,24.0,67.0,45.5
002098.SZ,服饰,浔兴股份,32.0,55.0,43.5
002099.SZ,化学制药,海翔药业,16.0,46.0,31.0
002100.SZ,饲料,天康生物,24.0,70.0,47.0
002101.SZ,汽车配件,广东鸿图,32.0,63.0,47.5
002102.SZ,化学制药,ST冠福,40.0,55.0,47.5
002103.SZ,文教休闲,广博股份,40.0,39.0,39.5
002104.SZ,元器件,恒宝股份,24.0,52.0,38.0
002105.SZ,摩托车,信隆健康,16.0,58.0,37.0
002106.SZ,元器件,莱宝高科,40.0,63.0,51.5
002107.SZ,中成药,沃华医药,24.0,64.0,44.0
002108.SZ,塑料,沧州明珠,24.0,60.0,42.0
002109.SZ,化工原料,兴化股份,24.0,72.0,48.0
002110.SZ,普钢,三钢闽光,24.0,51.0,37.5
002111.SZ,航空,威海广泰,40.0,57.0,48.5
002112.SZ,电气设备,三变科技,32.0,43.0,37.5
002113.SZ,互联网,ST天润,24.0,43.0,33.5
002114.SZ,铅锌,罗平锌电,36.0,53.0,44.5
002115.SZ,广告包装,三维通信,40.0,69.0,54.5
002116.SZ,建筑工程,中国海诚,32.0,67.0,49.5
002117.SZ,广告包装,东港股份,16.0,54.0,35.0
002118.SZ,中成药,紫鑫药业,8.0,30.0,19.0
002119.SZ,半导体,康强电子,32.0,48.0,40.0
002120.SZ,仓储物流,韵达股份,24.0,57.0,40.5
002121.SZ,电器仪表,科陆电子,40.0,37.0,38.5
002122.SZ,机械基件,ST天马,24.0,33.0,28.5
002123.SZ,互联网,梦网科技,24.0,41.0,32.5
002124.SZ,饲料,天邦股份,16.0,64.0,40.0
002125.SZ,化工原料,湘潭电化,16.0,42.0,29.0
002126.SZ,汽车配件,银轮股份,32.0,52.0,42.0
002127.SZ,互联网,南极电商,24.0,61.0,42.5
002128.SZ,煤炭开采,电投能源,16.0,65.0,40.5
002129.SZ,电气设备,中环股份,24.0,64.0,44.0
002130.SZ,电气设备,沃尔核材,32.0,68.0,50.0
002131.SZ,互联网,利欧股份,32.0,60.0,46.0
002132.SZ,钢加工,恒星科技,16.0,55.0,35.5
002133.SZ,全国地产,广宇集团,32.0,69.0,50.5
002134.SZ,元器件,天津普林,24.0,51.0,37.5
002135.SZ,建筑工程,东南网架,24.0,55.0,39.5
002136.SZ,化工原料,安纳达,32.0,57.0,44.5
002137.SZ,通信设备,实益达,16.0,54.0,35.0
002138.SZ,元器件,顺络电子,16.0,61.0,38.5
002139.SZ,元器件,拓邦股份,24.0,53.0,38.5
002140.SZ,建筑工程,东华科技,24.0,69.0,46.5
002141.SZ,电气设备,贤丰控股,16.0,39.0,27.5
002142.SZ,银行,宁波银行,8.0,50.0,29.0
002144.SZ,纺织,宏达高科,16.0,63.0,39.5
002145.SZ,化工原料,中核钛白,16.0,56.0,36.0
002146.SZ,全国地产,荣盛发展,40.0,60.0,50.0
002147.SZ,区域地产,*ST新光,16.0,59.0,37.5
002148.SZ,互联网,北纬科技,8.0,48.0,28.0
002149.SZ,小金属,西部材料,24.0,38.0,31.0
002150.SZ,机械基件,通润装备,40.0,63.0,51.5
002151.SZ,通信设备,北斗星通,16.0,41.0,28.5
002152.SZ,IT设备,广电运通,28.0,53.0,40.5
002153.SZ,软件服务,石基信息,8.0,51.0,29.5
002154.SZ,服饰,报喜鸟,32.0,60.0,46.0
002155.SZ,黄金,湖南黄金,32.0,66.0,49.0
002156.SZ,半导体,通富微电,40.0,60.0,50.0
002157.SZ,农业综合,正邦科技,40.0,46.0,43.0
002158.SZ,工程机械,汉钟精机,8.0,58.0,33.0
002159.SZ,旅游服务,三特索道,24.0,54.0,39.0
002160.SZ,铝,常铝股份,40.0,57.0,48.5
002161.SZ,通信设备,远望谷,16.0,40.0,28.0
002162.SZ,陶瓷,悦心健康,24.0,39.0,31.5
002163.SZ,装修装饰,海南发展,16.0,61.0,38.5
002164.SZ,电气设备,宁波东力,32.0,60.0,46.0
002165.SZ,化工原料,红宝丽,32.0,43.0,37.5
002166.SZ,中成药,莱茵生物,16.0,30.0,23.0
002167.SZ,小金属,东方锆业,24.0,35.0,29.5
002168.SZ,互联网,惠程科技,8.0,48.0,28.0
002169.SZ,电气设备,智光电气,16.0,49.0,32.5
002170.SZ,农药化肥,芭田股份,16.0,58.0,37.0
002171.SZ,铜,楚江新材,16.0,50.0,33.0
002172.SZ,化纤,澳洋健康,32.0,35.0,33.5
002173.SZ,医疗保健,创新医疗,24.0,33.0,28.5
002174.SZ,互联网,游族网络,24.0,58.0,41.0
002175.SZ,电器仪表,*ST东网,56.0,44.0,50.0
002176.SZ,电气设备,江特电机,8.0,38.0,23.0
002177.SZ,IT设备,御银股份,8.0,56.0,32.0
002178.SZ,建筑工程,延华智能,16.0,45.0,30.5
002179.SZ,元器件,中航光电,16.0,61.0,38.5
002180.SZ,IT设备,纳思达,24.0,60.0,42.0
002181.SZ,出版业,粤传媒,44.0,50.0,47.0
002182.SZ,小金属,云海金属,32.0,71.0,51.5
002183.SZ,仓储物流,怡亚通,32.0,61.0,46.5
002184.SZ,软件服务,海得控制,32.0,69.0,50.5
002185.SZ,半导体,华天科技,32.0,62.0,47.0
002186.SZ,酒店餐饮,全聚德,24.0,36.0,30.0
002187.SZ,百货,广百股份,24.0,50.0,37.0
002188.SZ,广告包装,*ST巴士,8.0,42.0,25.0
002189.SZ,元器件,中光学,32.0,48.0,40.0
002190.SZ,汽车配件,成飞集成,8.0,43.0,25.5
002191.SZ,广告包装,劲嘉股份,16.0,57.0,36.5
002192.SZ,小金属,融捷股份,8.0,42.0,25.0
002193.SZ,纺织,如意集团,8.0,40.0,24.0
002194.SZ,通信设备,武汉凡谷,24.0,69.0,46.5
002195.SZ,软件服务,二三四五,8.0,55.0,31.5
002196.SZ,纺织机械,方正电机,8.0,44.0,26.0
002197.SZ,电器仪表,证通电子,32.0,50.0,41.0
002198.SZ,中成药,嘉应制药,16.0,49.0,32.5
002199.SZ,元器件,东晶电子,16.0,53.0,34.5
002200.SZ,环境保护,ST云投,24.0,38.0,31.0
002201.SZ,玻璃,正威新材,16.0,52.0,34.0
002202.SZ,电气设备,金风科技,32.0,45.0,38.5
002203.SZ,铜,海亮股份,24.0,47.0,35.5
002204.SZ,专用机械,大连重工,40.0,65.0,52.5
002205.SZ,其他建材,国统股份,24.0,50.0,37.0
002206.SZ,化纤,海利得,24.0,57.0,40.5
002207.SZ,石油开采,准油股份,8.0,58.0,33.0
002208.SZ,区域地产,合肥城建,32.0,67.0,49.5
002209.SZ,轻工机械,达意隆,32.0,39.0,35.5
002210.SZ,仓储物流,飞马国际,8.0,30.0,19.0
002211.SZ,橡胶,宏达新材,24.0,42.0,33.0
002212.SZ,软件服务,天融信,24.0,53.0,38.5
002213.SZ,汽车配件,大为股份,16.0,47.0,31.5
002214.SZ,电器仪表,大立科技,8.0,63.0,35.5
002215.SZ,农药化肥,诺普信,24.0,43.0,33.5
002216.SZ,食品,三全食品,32.0,58.0,45.0
002217.SZ,元器件,合力泰,40.0,34.0,37.0
002218.SZ,电气设备,拓日新能,16.0,61.0,38.5
002219.SZ,医疗保健,*ST恒康,40.0,39.0,39.5
002221.SZ,石油贸易,东华能源,24.0,58.0,41.0
002222.SZ,元器件,福晶科技,8.0,62.0,35.0
002223.SZ,医疗保健,鱼跃医疗,24.0,61.0,42.5
002224.SZ,橡胶,三力士,16.0,51.0,33.5
002225.SZ,其他建材,濮耐股份,32.0,64.0,48.0
002226.SZ,化工原料,江南化工,24.0,63.0,43.5
002227.SZ,电气设备,奥特迅,8.0,40.0,24.0
002228.SZ,广告包装,合兴包装,40.0,57.0,48.5
002229.SZ,广告包装,鸿博股份,16.0,44.0,30.0
002230.SZ,软件服务,科大讯飞,24.0,54.0,39.0
002231.SZ,通信设备,奥维通信,24.0,38.0,31.0
002232.SZ,软件服务,启明信息,16.0,51.0,33.5
002233.SZ,水泥,塔牌集团,16.0,61.0,38.5
002234.SZ,农业综合,民和股份,24.0,65.0,44.5
002235.SZ,造纸,安妮股份,8.0,30.0,19.0
002236.SZ,电器仪表,大华股份,40.0,58.0,49.0
002237.SZ,黄金,恒邦股份,40.0,48.0,44.0
002238.SZ,影视音像,天威视讯,24.0,65.0,44.5
002239.SZ,汽车配件,奥特佳,24.0,31.0,27.5
002240.SZ,小金属,盛新锂能,8.0,46.0,27.0
002241.SZ,元器件,歌尔股份,32.0,72.0,52.0
002242.SZ,家用电器,九阳股份,24.0,68.0,46.0
002243.SZ,塑料,力合科创,16.0,44.0,30.0
002244.SZ,区域地产,滨江集团,32.0,58.0,45.0
002245.SZ,电气设备,蔚蓝锂芯,16.0,44.0,30.0
002246.SZ,化工原料,北化股份,32.0,53.0,42.5
002247.SZ,其他建材,聚力文化,24.0,45.0,34.5
002248.SZ,机床制造,华东数控,8.0,39.0,23.5
002249.SZ,电气设备,大洋电机,32.0,60.0,46.0
002250.SZ,化工原料,联化科技,24.0,54.0,39.0
002251.SZ,超市连锁,步步高,24.0,52.0,38.0
002252.SZ,生物制药,上海莱士,24.0,69.0,46.5
002253.SZ,软件服务,川大智胜,16.0,52.0,34.0
002254.SZ,化纤,泰和新材,28.0,58.0,43.0
002255.SZ,专用机械,海陆重工,32.0,30.0,31.0
002256.SZ,新型电力,兆新股份,8.0,38.0,23.0
002258.SZ,农药化肥,利尔化学,52.0,59.0,55.5
002259.SZ,供气供热,ST升达,24.0,40.0,32.0
002261.SZ,互联网,拓维信息,24.0,42.0,33.0
002262.SZ,化学制药,恩华药业,24.0,65.0,44.5
002263.SZ,塑料,大东南,16.0,65.0,40.5
002264.SZ,超市连锁,新华都,16.0,45.0,30.5
002265.SZ,汽车配件,西仪股份,8.0,43.0,25.5
002266.SZ,环境保护,浙富控股,24.0,50.0,37.0
002267.SZ,供气供热,陕天然气,32.0,66.0,49.0
002268.SZ,软件服务,卫士通,8.0,43.0,25.5
002269.SZ,服饰,美邦服饰,24.0,37.0,30.5
002270.SZ,电气设备,华明装备,16.0,60.0,38.0
002271.SZ,其他建材,东方雨虹,8.0,61.0,34.5
002272.SZ,机械基件,川润股份,32.0,46.0,39.0
002273.SZ,元器件,水晶光电,16.0,55.0,35.5
002274.SZ,农药化肥,华昌化工,24.0,71.0,47.5
002275.SZ,中成药,桂林三金,16.0,62.0,39.0
002276.SZ,电气设备,万马股份,40.0,62.0,51.0
002277.SZ,百货,友阿股份,24.0,49.0,36.5
002278.SZ,化工机械,神开股份,24.0,47.0,35.5
002279.SZ,软件服务,久其软件,40.0,43.0,41.5
002280.SZ,软件服务,联络互动,40.0,49.0,44.5
002281.SZ,通信设备,光迅科技,32.0,58.0,45.0
002282.SZ,轻工机械,博深股份,16.0,63.0,39.5
002283.SZ,汽车配件,天润工业,24.0,49.0,36.5
002284.SZ,汽车配件,亚太股份,24.0,48.0,36.0
002285.SZ,房产服务,世联行,56.0,70.0,63.0
002286.SZ,食品,保龄宝,32.0,62.0,47.0
002287.SZ,中成药,奇正藏药,8.0,57.0,32.5
002288.SZ,元器件,超华科技,24.0,46.0,35.0
002289.SZ,元器件,宇顺电子,8.0,55.0,31.5
002290.SZ,家用电器,禾盛新材,32.0,51.0,41.5
002291.SZ,服饰,星期六,8.0,44.0,26.0
002292.SZ,影视音像,奥飞娱乐,24.0,50.0,37.0
002293.SZ,纺织,罗莱生活,24.0,64.0,44.0
002294.SZ,化学制药,信立泰,16.0,63.0,39.5
002295.SZ,铜,精艺股份,32.0,52.0,42.0
002296.SZ,通信设备,辉煌科技,24.0,59.0,41.5
002297.SZ,矿物制品,博云新材,16.0,38.0,27.0
002298.SZ,软件服务,中电兴发,40.0,51.0,45.5
002299.SZ,农业综合,圣农发展,44.0,65.0,54.5
002300.SZ,电气设备,太阳电缆,40.0,52.0,46.0
002301.SZ,文教休闲,齐心集团,40.0,67.0,53.5
002302.SZ,水泥,西部建设,40.0,45.0,42.5
002303.SZ,造纸,美盈森,24.0,51.0,37.5
002304.SZ,白酒,洋河股份,24.0,50.0,37.0
002305.SZ,区域地产,南国置业,24.0,49.0,36.5
002306.SZ,互联网,中科云网,24.0,53.0,38.5
002307.SZ,建筑工程,北新路桥,32.0,43.0,37.5
002308.SZ,IT设备,威创股份,16.0,34.0,25.0
002309.SZ,电气设备,中利集团,40.0,47.0,43.5
002310.SZ,建筑工程,东方园林,24.0,41.0,32.5
002311.SZ,饲料,海大集团,8.0,55.0,31.5
002312.SZ,化工原料,川发龙蟒,24.0,40.0,32.0
002313.SZ,通信设备,日海智能,40.0,43.0,41.5
002314.SZ,区域地产,南山控股,32.0,56.0,44.0
002315.SZ,互联网,焦点科技,32.0,62.0,47.0
002316.SZ,软件服务,亚联发展,40.0,47.0,43.5
002317.SZ,中成药,众生药业,24.0,59.0,41.5
002318.SZ,特种钢,久立特材,16.0,58.0,37.0
002319.SZ,染料涂料,乐通股份,8.0,39.0,23.5
002320.SZ,水运,海峡股份,8.0,51.0,29.5
002321.SZ,农业综合,*ST华英,0.0,35.0,17.5
002322.SZ,软件服务,理工能科,32.0,65.0,48.5
002323.SZ,建筑工程,*ST雅博,0.0,44.0,22.0
002324.SZ,塑料,普利特,24.0,62.0,43.0
002325.SZ,装修装饰,洪涛股份,24.0,39.0,31.5
002326.SZ,化工原料,永太科技,8.0,47.0,27.5
002327.SZ,纺织,富安娜,24.0,47.0,35.5
002328.SZ,汽车配件,新朋股份,32.0,58.0,45.0
002329.SZ,乳制品,皇氏集团,32.0,31.0,31.5
002330.SZ,食品,得利斯,40.0,48.0,44.0
002331.SZ,软件服务,皖通科技,32.0,47.0,39.5
002332.SZ,生物制药,仙琚制药,40.0,65.0,52.5
002333.SZ,铝,罗普斯金,16.0,47.0,31.5
002334.SZ,电气设备,英威腾,32.0,49.0,40.5
002335.SZ,电气设备,科华数据,24.0,60.0,42.0
002336.SZ,超市连锁,人人乐,32.0,36.0,34.0
002337.SZ,化工机械,赛象科技,8.0,32.0,20.0
002338.SZ,电器仪表,奥普光电,16.0,50.0,33.0
002339.SZ,电气设备,积成电子,32.0,51.0,41.5
002340.SZ,小金属,格林美,24.0,52.0,38.0
002341.SZ,化工原料,新纶新材,24.0,30.0,27.0
002342.SZ,机械基件,巨力索具,32.0,57.0,44.5
002343.SZ,影视音像,慈文传媒,16.0,50.0,33.0
002344.SZ,商品城,海宁皮城,32.0,65.0,48.5
002345.SZ,服饰,潮宏基,32.0,58.0,45.0
002346.SZ,电气设备,柘中股份,8.0,50.0,29.0
002347.SZ,机械基件,泰尔股份,24.0,48.0,36.0
002348.SZ,文教休闲,高乐股份,24.0,38.0,31.0
002349.SZ,中成药,精华制药,16.0,52.0,34.0
002350.SZ,电气设备,北京科锐,32.0,49.0,40.5
002351.SZ,IT设备,漫步者,16.0,57.0,36.5
002352.SZ,仓储物流,顺丰控股,52.0,57.0,54.5
002353.SZ,化工机械,杰瑞股份,8.0,45.0,26.5
002354.SZ,互联网,天娱数科,24.0,40.0,32.0
002355.SZ,汽车配件,兴民智通,24.0,30.0,27.0
002356.SZ,其他商业,*ST赫美,0.0,38.0,19.0
002357.SZ,公路,富临运业,24.0,52.0,38.0
002358.SZ,电气设备,ST森源,32.0,42.0,37.0
002360.SZ,化工原料,同德化工,24.0,60.0,42.0
002361.SZ,化工原料,神剑股份,24.0,45.0,34.5
002362.SZ,软件服务,汉王科技,44.0,57.0,50.5
002363.SZ,汽车配件,隆基机械,32.0,47.0,39.5
002364.SZ,电气设备,中恒电气,24.0,46.0,35.0
002365.SZ,化学制药,永安药业,32.0,52.0,42.0
002366.SZ,专用机械,台海核电,16.0,40.0,28.0
002367.SZ,运输设备,康力电梯,32.0,66.0,49.0
002368.SZ,软件服务,太极股份,40.0,45.0,42.5
002369.SZ,通信设备,卓翼科技,32.0,53.0,42.5
002370.SZ,化学制药,亚太药业,16.0,36.0,26.0
002371.SZ,半导体,北方华创,8.0,44.0,26.0
002372.SZ,其他建材,伟星新材,8.0,73.0,40.5
002373.SZ,软件服务,千方科技,32.0,55.0,43.5
002374.SZ,广告包装,中锐股份,8.0,35.0,21.5
002375.SZ,装修装饰,亚厦股份,24.0,48.0,36.0
002376.SZ,IT设备,新北洋,24.0,57.0,40.5
002377.SZ,房产服务,国创高新,32.0,37.0,34.5
002378.SZ,小金属,章源钨业,24.0,52.0,38.0
002379.SZ,铝,宏创控股,56.0,46.0,51.0
002380.SZ,电气设备,科远智慧,24.0,56.0,40.0
002381.SZ,橡胶,双箭股份,32.0,57.0,44.5
002382.SZ,医疗保健,蓝帆医疗,40.0,61.0,50.5
002383.SZ,通信设备,合众思壮,24.0,40.0,32.0
002384.SZ,元器件,东山精密,40.0,64.0,52.0
002385.SZ,饲料,大北农,16.0,62.0,39.0
002386.SZ,化工原料,天原股份,40.0,66.0,53.0
002387.SZ,元器件,维信诺,24.0,35.0,29.5
002388.SZ,元器件,新亚制程,40.0,44.0,42.0
002389.SZ,航空,航天彩虹,24.0,69.0,46.5
002390.SZ,中成药,信邦制药,32.0,60.0,46.0
002391.SZ,农药化肥,长青股份,24.0,50.0,37.0
002392.SZ,其他建材,北京利尔,32.0,56.0,44.0
002393.SZ,化学制药,力生制药,24.0,56.0,40.0
002394.SZ,纺织,联发股份,40.0,63.0,51.5
002395.SZ,塑料,双象股份,24.0,46.0,35.0
002396.SZ,通信设备,星网锐捷,40.0,51.0,45.5
002397.SZ,纺织,梦洁股份,32.0,62.0,47.0
002398.SZ,其他建材,垒知集团,32.0,68.0,50.0
002399.SZ,化学制药,海普瑞,24.0,40.0,32.0
002400.SZ,广告包装,省广集团,32.0,32.0,32.0
002401.SZ,软件服务,中远海科,68.0,62.0,65.0
002402.SZ,元器件,和而泰,24.0,52.0,38.0
002403.SZ,家用电器,爱仕达,32.0,42.0,37.0
002404.SZ,纺织,嘉欣丝绸,32.0,46.0,39.0
002405.SZ,软件服务,四维图新,8.0,34.0,21.0
002406.SZ,汽车配件,远东传动,32.0,61.0,46.5
002407.SZ,化工原料,多氟多,16.0,35.0,25.5
002408.SZ,化工原料,齐翔腾达,40.0,60.0,50.0
002409.SZ,化工原料,雅克科技,8.0,50.0,29.0
002410.SZ,软件服务,广联达,44.0,67.0,55.5
002411.SZ,化学制药,延安必康,32.0,43.0,37.5
002412.SZ,中成药,汉森制药,24.0,65.0,44.5
002413.SZ,通信设备,雷科防务,16.0,43.0,29.5
002414.SZ,电器仪表,高德红外,8.0,47.0,27.5
002415.SZ,电器仪表,海康威视,24.0,70.0,47.0
002416.SZ,电器连锁,爱施德,24.0,52.0,38.0
002417.SZ,软件服务,深南股份,24.0,48.0,36.0
002418.SZ,家用电器,康盛股份,24.0,50.0,37.0
002419.SZ,百货,天虹股份,32.0,64.0,48.0
002420.SZ,家用电器,毅昌科技,32.0,47.0,39.5
002421.SZ,软件服务,达实智能,32.0,54.0,43.0
002422.SZ,化学制药,科伦药业,32.0,61.0,46.5
002423.SZ,多元金融,中粮资本,32.0,57.0,44.5
002424.SZ,中成药,贵州百灵,24.0,56.0,40.0
002425.SZ,互联网,凯撒文化,8.0,63.0,35.5
002426.SZ,元器件,胜利精密,40.0,47.0,43.5
002427.SZ,化纤,ST尤夫,32.0,52.0,42.0
002428.SZ,小金属,云南锗业,8.0,37.0,22.5
002429.SZ,家用电器,兆驰股份,32.0,54.0,43.0
002430.SZ,化工机械,杭氧股份,24.0,66.0,45.0
002431.SZ,建筑工程,棕榈股份,24.0,39.0,31.5
002432.SZ,医疗保健,九安医疗,8.0,50.0,29.0
002433.SZ,中成药,太安堂,32.0,53.0,42.5
002434.SZ,汽车配件,万里扬,24.0,64.0,44.0
002435.SZ,化学制药,长江健康,32.0,46.0,39.0
002436.SZ,元器件,兴森科技,24.0,53.0,38.5
002437.SZ,化学制药,誉衡药业,32.0,43.0,37.5
002438.SZ,机械基件,江苏神通,16.0,52.0,34.0
002439.SZ,软件服务,启明星辰,24.0,52.0,38.0
002440.SZ,染料涂料,闰土股份,40.0,66.0,53.0
002441.SZ,批发业,众业达,16.0,74.0,45.0
002442.SZ,化工原料,龙星化工,40.0,56.0,48.0
002443.SZ,钢加工,金洲管道,24.0,50.0,37.0
002444.SZ,轻工机械,巨星科技,16.0,58.0,37.0
002445.SZ,影视音像,中南文化,8.0,43.0,25.5
002446.SZ,通信设备,盛路通信,16.0,33.0,24.5
002447.SZ,互联网,*ST晨鑫,8.0,41.0,24.5
002448.SZ,汽车配件,中原内配,32.0,54.0,43.0
002449.SZ,半导体,国星光电,40.0,62.0,51.0
002451.SZ,电气设备,摩恩电气,24.0,55.0,39.5
002452.SZ,电气设备,长高集团,24.0,49.0,36.5
002453.SZ,软件服务,华软科技,24.0,50.0,37.0
002454.SZ,汽车配件,松芝股份,32.0,56.0,44.0
002455.SZ,化工原料,百川股份,32.0,46.0,39.0
